##;ENG;FRA;ITA;SPA;GER;POL;;RUS;;;X
PROV0;(Embarked);(Embarked);(Embarked);(Embarcado/s);(Embarked);(Embarked);;(Embarked);;;x
PROV2586;Tasman Basin;Tasman Basin;Tasman Basin;Tasman Basin;Tasman Basin;Tasman Basin;;Тасманское море;;;X
PROV2587;Ninety Mile Beach;Ninety Mile Beach;Ninety Mile Beach;Ninety Mile Beach;Ninety Mile Beach;Ninety Mile Beach;;пляж Девяноста миль;;;X
PROV2588;Jervis Bay;Jervis Bay;Jervis Bay;Jervis Bay;Jervis Bay;Jervis Bay;;бухта Джервиса;;;X
PROV2589;New Caledonia Basin;New Caledonia Basin;New Caledonia Basin;New Caledonia Basin;New Caledonia Basin;New Caledonia Basin;;Новокаледонское море;;;X
PROV2590;Cook Strait;Cook Strait;Cook Strait;Cook Strait;Cook Strait;Cook Strait;;пролив Кука;;;X
PROV2591;Tasman Sea;Tasman Sea;Tasman Sea;Tasman Sea;Tasman Sea;Tasman Sea;;Тасманское море;;;X
PROV2592;Norfolk Island;Norfolk Island;Norfolk Island;Norfolk Island;Norfolk Island;Norfolk Island;;остров Норфолк;;;X
PROV2593;Lord Howe Rise;Lord Howe Rise;Lord Howe Rise;Lord Howe Rise;Lord Howe Rise;Lord Howe Rise;;хребет Лорд-Хау;;;X
PROV2594;Tasman Plain;Tasman Plain;Tasman Plain;Tasman Plain;Tasman Plain;Tasman Plain;;Тасманское плато;;;X
PROV2595;Bay of Plenty;Bay of Plenty;Bay of Plenty;Bay of Plenty;Bay of Plenty;Bay of Plenty;;бухта Изобилия;;;X
PROV2596;Colville Ridge;Colville Ridge;Colville Ridge;Colville Ridge;Colville Ridge;Colville Ridge;;хребет Колвилля;;;X
PROV2597;Manihiki Plateau;Manihiki Plateau;Manihiki Plateau;Manihiki Plateau;Manihiki Plateau;Manihiki Plateau;;плато Манихики;;;X
PROV2598;North Tonga Trench;North Tonga Trench;North Tonga Trench;North Tonga Trench;North Tonga Trench;North Tonga Trench;;Север желоба Тонга;;;X
PROV2599;South Fiji Basin;South Fiji Basin;South Fiji Basin;South Fiji Basin;South Fiji Basin;South Fiji Basin;;Юг моря Фиджи;;;X
PROV2600;Beveridge Reef;Beveridge Reef;Beveridge Reef;Beveridge Reef;Beveridge Reef;Beveridge Reef;;риф Беверидж;;;X
PROV2601;Fabert Seamount;Fabert Seamount;Fabert Seamount;Fabert Seamount;Fabert Seamount;Fabert Seamount;;гора Фабер;;;X
PROV2602;Western Point Bay;Western Point Bay;Western Point Bay;Western Point Bay;Western Point Bay;Western Point Bay;;бухта Вестерн-Пойнт;;;X
PROV2603;North Phoenix Islands;North Phoenix Islands;North Phoenix Islands;North Phoenix Islands;North Phoenix Islands;North Phoenix Islands;;Северные острова Феникс;;;X
PROV2604;North Phoenix Islands;North Phoenix Islands;North Phoenix Islands;North Phoenix Islands;North Phoenix Islands;North Phoenix Islands;;Северные острова Феникс;;;X
PROV2605;Gilberts-Phoenix Passage;Gilberts-Phoenix Passage;Gilberts-Phoenix Passage;Gilberts-Phoenix Passage;Gilberts-Phoenix Passage;Gilberts-Phoenix Passage;;проход между Гилбертами и Феникс;;;X
PROV2606;Bouchard Seamount;Bouchard Seamount;Bouchard Seamount;Bouchard Seamount;Bouchard Seamount;Bouchard Seamount;;гора Бошар;;;X
PROV2607;Central Line Islands;Central Line Islands;Central Line Islands;Central Line Islands;Central Line Islands;Central Line Islands;;Центральные острова Лайн;;;X
PROV2608;Cooper Ridge;Cooper Ridge;Cooper Ridge;Cooper Ridge;Cooper Ridge;Cooper Ridge;;хребет Купера;;;X
PROV2609;Marquesas Fracture Zone;Marquesas Fracture Zone;Marquesas Fracture Zone;Marquesas Fracture Zone;Marquesas Fracture Zone;Marquesas Fracture Zone;;Маркизский разлом;;;X
PROV2610;Far West Clipperton Fracture Zone;Far West Clipperton Fracture Zone;Far West Clipperton Fracture Zone;Far West Clipperton Fracture Zone;Far West Clipperton Fracture Zone;Far West Clipperton Fracture Zone;;Крайний запад разлома Клиппертона;;;X
PROV2611;Broken Plateau;Broken Plateau;Broken Plateau;Broken Plateau;Broken Plateau;Broken Plateau;;Ломаное плато;;;X
PROV2612;Southeast Indian Ridge;Southeast Indian Ridge;Southeast Indian Ridge;Southeast Indian Ridge;Southeast Indian Ridge;Southeast Indian Ridge;;Юго-востокй Срединно-Индийского хребта;;;X
PROV2613;West Broken Ridge;West Broken Ridge;West Broken Ridge;West Broken Ridge;West Broken Ridge;West Broken Ridge;;Запад Ломаного хребта;;;X
PROV2614;East Broken Ridge;East Broken Ridge;East Broken Ridge;East Broken Ridge;East Broken Ridge;East Broken Ridge;;Восток Ломаного хребта;;;X
PROV2615;South Natal Basin;South Natal Basin;South Natal Basin;South Natal Basin;South Natal Basin;South Natal Basin;;Юг Натальского моря;;;X
PROV2616;Southwest Indian Ridge;Southwest Indian Ridge;Southwest Indian Ridge;Southwest Indian Ridge;Southwest Indian Ridge;Southwest Indian Ridge;;Юго-запад Срединно-Индийского хребта;;;X
PROV2617;Southwest Madagascar Basin;Southwest Madagascar Basin;Southwest Madagascar Basin;Southwest Madagascar Basin;Southwest Madagascar Basin;Southwest Madagascar Basin;;Юго-запад Мадагаскарского моря;;;X
PROV2618;Southeast Madagascar Basin;Southeast Madagascar Basin;Southeast Madagascar Basin;Southeast Madagascar Basin;Southeast Madagascar Basin;Southeast Madagascar Basin;;Юго-запад Мадагаскарского моря;;;X
PROV2619;Crozet Basin;Crozet Basin;Crozet Basin;Crozet Basin;Crozet Basin;Crozet Basin;;море Крозе;;;X
PROV2620;Northeast Madagascar Basin;Northeast Madagascar Basin;Northeast Madagascar Basin;Northeast Madagascar Basin;Northeast Madagascar Basin;Northeast Madagascar Basin;;Северо-восток Мадагаскарского моря;;;X
PROV2621;South Mascarene Plateau;South Mascarene Plateau;South Mascarene Plateau;South Mascarene Plateau;South Mascarene Plateau;South Mascarene Plateau;;Юг Маскаренского плато;;;X
PROV2622;Northwestern Indian Ocean;Northwestern Indian Ocean;Northwestern Indian Ocean;Northwestern Indian Ocean;Northwestern Indian Ocean;Northwestern Indian Ocean;;Северо-западй Индийского океана;;;X
PROV2623;East Mascarene Plateau;East Mascarene Plateau;East Mascarene Plateau;East Mascarene Plateau;East Mascarene Plateau;East Mascarene Plateau;;Восток Маскаренского плато;;;X
PROV2624;North Mid-Indian Ridge;North Mid-Indian Ridge;North Mid-Indian Ridge;North Mid-Indian Ridge;North Mid-Indian Ridge;North Mid-Indian Ridge;;Север Срединно-Индийского хребта;;;X
PROV2625;Central Mid-Indian Ridge;Central Mid-Indian Ridge;Central Mid-Indian Ridge;Central Mid-Indian Ridge;Central Mid-Indian Ridge;Central Mid-Indian Ridge;;Центр Срединно-Индийского хребта;;;X
PROV2626;South Mid-Indian Ridge;South Mid-Indian Ridge;South Mid-Indian Ridge;South Mid-Indian Ridge;South Mid-Indian Ridge;South Mid-Indian Ridge;;Юг Срединно-Индийского хребта;;;X
PROV2627;Nine Degree Channel;Nine Degree Channel;Nine Degree Channel;Nine Degree Channel;Nine Degree Channel;Nine Degree Channel;;пролив Девятого градуса;;;X
PROV2628;Gulf of Mannar;Gulf of Mannar;Gulf of Mannar;Gulf of Mannar;Gulf of Mannar;Gulf of Mannar;;Манарский залив;;;X
PROV2629;North Mid-Indian Basin;North Mid-Indian Basin;North Mid-Indian Basin;North Mid-Indian Basin;North Mid-Indian Basin;North Mid-Indian Basin;;Север центральной части Индйского океана;;;X
PROV2630;Palk Strait;Palk Strait;Palk Strait;Palk Strait;Palk Strait;Palk Strait;;Полкский пролив;;;X
PROV2631;Midway Island;Midway Island;Midway Island;Midway Island;Midway Island;Midway Island;;остров Мидуэй;;;X
PROV2632;Chinook Through;Chinook Through;Chinook Through;Chinook Through;Chinook Through;Chinook Through;;проход Чинук;;;X
PROV2633;West Murray Fracture Zone;West Murray Fracture Zone;West Murray Fracture Zone;West Murray Fracture Zone;West Murray Fracture Zone;West Murray Fracture Zone;;Запад разлома Мюррея;;;X
PROV2634;Kahala Point;Kahala Point;Kahala Point;Kahala Point;Kahala Point;Kahala Point;;мыс Кахала;;;X
PROV2635;Hawaiian Ridge;Hawaiian Ridge;Hawaiian Ridge;Hawaiian Ridge;Hawaiian Ridge;Hawaiian Ridge;;Гавайский хребет;;;X
PROV2636;Maro Reef;Maro Reef;Maro Reef;Maro Reef;Maro Reef;Maro Reef;;риф Маро;;;X
PROV2637;Pearl Harbour Bay;Pearl Harbour Bay;Pearl Harbour Bay;Pearl Harbour Bay;Pearl Harbour Bay;Pearl Harbour Bay;;бухта Перл-Харбор;;;X
PROV2638;Apua Point;Apua Point;Apua Point;Apua Point;Apua Point;Apua Point;;мыс Апуа;;;X
PROV2639;Johston Atoll;Johston Atoll;Johston Atoll;Johston Atoll;Johston Atoll;Johston Atoll;;атолл Джонстон;;;X
PROV2640;South Bay of Bengal;South Bay of Bengal;South Bay of Bengal;South Bay of Bengal;South Bay of Bengal;South Bay of Bengal;;Юг Бенгальского залива;;;X
PROV2641;Central Bay of Bengal;Central Bay of Bengal;Central Bay of Bengal;Central Bay of Bengal;Central Bay of Bengal;Central Bay of Bengal;;Центр Бенгальского залива;;;X
PROV2642;Mouths of the Krishna;Mouths of the Krishna;Mouths of the Krishna;Mouths of the Krishna;Mouths of the Krishna;Mouths of the Krishna;;устье Кришны;;;X
PROV2643;West Mouths of the Ganges;West Mouths of the Ganges;West Mouths of the Ganges;West Mouths of the Ganges;West Mouths of the Ganges;West Mouths of the Ganges;;Запад устья Ганга;;;X
PROV2644;West Andaman Sea;West Andaman Sea;West Andaman Sea;West Andaman Sea;West Andaman Sea;West Andaman Sea;;Запад Андаманского моря;;;X
PROV2645;East Mouths of the Ganges;East Mouths of the Ganges;East Mouths of the Ganges;East Mouths of the Ganges;East Mouths of the Ganges;East Mouths of the Ganges;;Восток устья Ганга;;;X
PROV2646;Gulf of Martapan;Gulf of Martapan;Gulf of Martapan;Gulf of Martapan;Gulf of Martapan;Gulf of Martapan;;залив Мартапан;;;X
PROV2647;East Andaman Sea;East Andaman Sea;East Andaman Sea;East Andaman Sea;East Andaman Sea;East Andaman Sea;;Восток Андаманского моря;;;X
PROV2648;Hudson Bay;Hudson Bay;Hudson Bay;Hudson Bay;Hudson Bay;Hudson Bay;;Гудзонов залив;;;X
PROV2649;Davis Strait;Davis Strait;Davis Strait;Davis Strait;Davis Strait;Davis Strait;;пролив Дэвиса;;;X
PROV2650;Hudson Strait;Hudson Strait;Hudson Strait;Hudson Strait;Hudson Strait;Hudson Strait;;Гудзонов пролив;;;X
PROV2651;Labrador Sea;Labrador Sea;Labrador Sea;Labrador Sea;Labrador Sea;Labrador Sea;;море Лабрадор;;;X
PROV2652;Cape Farewell;Cape Farewell;Cape Farewell;Cape Farewell;Cape Farewell;Cape Farewell;;мыс Фарвель;;;X
PROV2653;Northwest Atlantic Canyon;Northwest Atlantic Canyon;Northwest Atlantic Canyon;Northwest Atlantic Canyon;Northwest Atlantic Canyon;Northwest Atlantic Canyon;;Северо-запад Атлантического каньона;;;X
PROV2654;Coast of Greenland;Coast of Greenland;Coast of Greenland;Coast of Greenland;Coast of Greenland;Coast of Greenland;;побережье Гренландии;;;X
PROV2655;Imarssuak Seachannel;Imarssuak Seachannel;Imarssuak Seachannel;Imarssuak Seachannel;Imarssuak Seachannel;Imarssuak Seachannel;;пролив Имарссуак;;;X
PROV2656;Sea of Azores North;Sea of Azores North;Sea of Azores North;Sea of Azores North;Sea of Azores North;Sea of Azores North;;Север Азорского моря;;;X
PROV2657;Iceland Basin;Iceland Basin;Iceland Basin;Iceland Basin;Iceland Basin;Iceland Basin;;Исландское море;;;X
PROV2658;Charlie Gibbs Fracture Zone;Charlie Gibbs Fracture Zone;Charlie Gibbs Fracture Zone;Charlie Gibbs Fracture Zone;Charlie Gibbs Fracture Zone;Charlie Gibbs Fracture Zone;;разлом Гиббса;;;X
PROV2659;Maury Seachannel;Maury Seachannel;Maury Seachannel;Maury Seachannel;Maury Seachannel;Maury Seachannel;;пролив Мори;;;X
PROV2660;Irminger Basin;Irminger Basin;Irminger Basin;Irminger Basin;Irminger Basin;Irminger Basin;;море Ирмингера;;;X
PROV2661;South Reykjanes Ridge;South Reykjanes Ridge;South Reykjanes Ridge;South Reykjanes Ridge;South Reykjanes Ridge;South Reykjanes Ridge;;Юг хребта Рейкьянес;;;X
PROV2662;North Reykjanes Ridge;North Reykjanes Ridge;North Reykjanes Ridge;North Reykjanes Ridge;North Reykjanes Ridge;North Reykjanes Ridge;;Север хребта Рейкьянес;;;X
PROV2663;Northern Denmark Strait;Northern Denmark Strait;Northern Denmark Strait;Northern Denmark Strait;Northern Denmark Strait;Northern Denmark Strait;;Север Датского пролива;;;X
PROV2664;The Westman Islands;The Westman Islands;The Westman Islands;The Westman Islands;The Westman Islands;The Westman Islands;;острова Вестманнаэйар;;;X
PROV2665;Grimsey Island;Grimsey Island;Grimsey Island;Grimsey Island;Grimsey Island;Grimsey Island;;остров Гримсей;;;X
PROV2666;Jan Mayen Ridge;Jan Mayen Ridge;Jan Mayen Ridge;Jan Mayen Ridge;Jan Mayen Ridge;Jan Mayen Ridge;;хребет Ян-Майен;;;X
PROV2667;Western Greenland Sea;Western Greenland Sea;Western Greenland Sea;Western Greenland Sea;Western Greenland Sea;Western Greenland Sea;;Запад Гренландского моря;;;X
PROV2668;Central Greenland Sea;Central Greenland Sea;Central Greenland Sea;Central Greenland Sea;Central Greenland Sea;Central Greenland Sea;;Центр Гренландского моря;;;X
PROV2669;Eastern Greenland Sea;Eastern Greenland Sea;Eastern Greenland Sea;Eastern Greenland Sea;Eastern Greenland Sea;Eastern Greenland Sea;;Восток Гренландского моря;;;X
PROV2670;Western Norwegian Sea;Western Norwegian Sea;Western Norwegian Sea;Western Norwegian Sea;Western Norwegian Sea;Western Norwegian Sea;;Запад Норвежского моря;;;X
PROV2671;Cape North;Cape North;Cape North;Cape North;Cape North;Cape North;;мыс Нордкап;;;X
PROV2672;Trondsheimfjorden;Trondsheimfjorden;Trondsheimfjorden;Trondsheimfjorden;Trondsheimfjorden;Trondsheimfjorden;;фьорды Тронхейма;;;X
PROV2673;Voring Bank;Voring Bank;Voring Bank;Voring Bank;Voring Bank;Voring Bank;;Веринг-банка;;;X
PROV2674;Norwegian Basin;Norwegian Basin;Norwegian Basin;Norwegian Basin;Norwegian Basin;Norwegian Basin;;Норвежское море;;;X
PROV2675;Rockall Plateau;Rockall Plateau;Rockall Plateau;Rockall Plateau;Rockall Plateau;Rockall Plateau;;плато Роколл;;;X
PROV2676;Faroe Islands;Faroe Islands;Faroe Islands;Faroe Islands;Faroe Islands;Faroe Islands;;Фарерские острова;;;X
PROV2677;Barents Sea;Barents Sea;Barents Sea;Barents Sea;Barents Sea;Barents Sea;;Баренцево море;;;X
PROV2678;Motovsky Bay;Motovsky Bay;Motovsky Bay;Motovsky Bay;Motovsky Bay;Motovsky Bay;;Мотовский залив;;;X
PROV2679;White Sea;White Sea;White Sea;White Sea;White Sea;White Sea;;Белое море;;;X
PROV2680;Aral Sea;Aral Sea;Aral Sea;Aral Sea;Aral Sea;Aral Sea;;Аральское море;;;X
PROV2681;Norwegian Plain;Norwegian Plain;Norwegian Plain;Norwegian Plain;Norwegian Plain;Norwegian Plain;;Норвежское плато;;;X
PROV2682;The Wash;The Wash;The Wash;The Wash;The Wash;The Wash;;Уош;;;X
PROV2683;Firth of Forth;Firth of Forth;Firth of Forth;Firth of Forth;Firth of Forth;Firth of Forth;;Ферт-оф-Форт;;;X
PROV2684;Shetland Islands;Shetland Islands;Shetland Islands;Shetland Islands;Shetland Islands;Shetland Islands;;Шетландские острова;;;X
PROV2685;Orkney Islands;Orkney Islands;Orkney Islands;Orkney Islands;Orkney Islands;Orkney Islands;;Оркнейские острова;;;X
PROV2686;Western North Sea;Western North Sea;Western North Sea;Western North Sea;Western North Sea;Western North Sea;;Запад Северного моря;;;X
PROV2687;Lake Baikal;Lake Baikal;Lake Baikal;Lake Baikal;Lake Baikal;Lake Baikal;;озеро Байкал;;;X
PROV2688;Dogger Bank;Dogger Bank;Dogger Bank;Dogger Bank;Dogger Bank;Dogger Bank;;Доггер-банка;;;X
PROV2689;Norwegian Channel;Norwegian Channel;Norwegian Channel;Norwegian Channel;Norwegian Channel;Norwegian Channel;;Норвежский пролив;;;X
PROV2690;Eastern North Sea;Eastern North Sea;Eastern North Sea;Eastern North Sea;Eastern North Sea;Eastern North Sea;;Восток Северного моря;;;X
PROV2691;German Bight;German Bight;German Bight;German Bight;German Bight;German Bight;;Немецкая бухта;;;X
PROV2692;Heligoland Bay;Heligoland Bay;Heligoland Bay;Heligoland Bay;Heligoland Bay;Heligoland Bay;;Гельголандская бухта;;;X
PROV2693;Frisian Islands;Frisian Islands;Frisian Islands;Frisian Islands;Frisian Islands;Frisian Islands;;Фризские острова;;;X
PROV2694;Skagerrak;Skagerrak;Skagerrak;Skagerrak;Skagerrak;Skagerrak;;Скагеррак;;;X
PROV2695;Kattegat;Kattegat;Kattegat;Kattegat;Kattegat;Kattegat;;Каттегат;;;X
PROV2696;Bay of Mecklenburg;Bay of Mecklenburg;Bay of Mecklenburg;Bay of Mecklenburg;Bay of Mecklenburg;Bay of Mecklenburg;;Мекленбургская бухта;;;X
PROV2697;Scheldt Estuary;Scheldt Estuary;Scheldt Estuary;Scheldt Estuary;Scheldt Estuary;Scheldt Estuary;;устье Шельды;;;X
PROV2698;Strait of Dover;Strait of Dover;Strait of Dover;Strait of Dover;Strait of Dover;Strait of Dover;;Дуврский полив;;;X
PROV2699;Seine Bay;Seine Bay;Seine Bay;Seine Bay;Seine Bay;Seine Bay;;устье Сены;;;X
PROV2700;English Channel;English Channel;English Channel;English Channel;English Channel;English Channel;;Ла-Манш;;;X
PROV2701;Gulf of Saint Malo;Gulf of Saint Malo;Gulf of Saint Malo;Gulf of Saint Malo;Gulf of Saint Malo;Gulf of Saint Malo;;залив Сен-Мало;;;X
